date,platform,campaign_name,ad_set,country,impressions,reach,clicks,likes,comments,shares,conversions,ad_spend,revenue,CTR,Engagement rate,ROI
06-07-2024,Facebook,Product Launch,Adults,Australia,5616,14103,589,2600,120,295,370,726.89,2066.31,10.49%,53.69%,184.27%
08-07-2024,Instagram,Festive Sale,Professionals,Canada,19255,29124,4845,306,309,766,318,300.74,2616.12,25.16%,7.17%,769.89%
08-07-2024,Facebook,Brand Awareness,Professionals,UK,29350,29719,1779,803,431,529,350,911.64,953.26,6.06%,6.01%,4.57%
08-07-2024,Instagram,Lead Generation,Adults,USA,20810,21339,87,2977,229,51,109,617.26,948.36,0.42%,15.65%,53.64%
09-07-2024,Instagram,Lead Generation,Students,Australia,11400,27298,3019,1339,182,115,78,520.39,561.34,26.48%,14.35%,7.87%
10-07-2024,Instagram,Festive Sale,Professionals,Canada,46972,12831,4637,1901,154,673,467,81.96,2361.61,9.87%,5.81%,2781.42%
12-07-2024,Instagram,Product Launch,Youth,Australia,24023,36651,784,255,22,91,349,683.41,2748.92,3.26%,1.53%,302.24%
12-07-2024,Facebook,Product Launch,Students,Canada,28307,17509,4232,2431,60,165,360,180.93,4478.83,14.95%,9.38%,2375.45%
14-07-2024,Instagram,Festive Sale,Adults,UK,1835,21782,744,962,43,261,335,915.93,4013.09,40.54%,68.99%,338.14%
16-07-2024,Instagram,Product Launch,Youth,USA,39185,10383,1935,2585,164,473,240,68.21,1216.43,4.94%,8.22%,1683.36%
16-07-2024,Instagram,Brand Awareness,Professionals,Australia,37175,22685,3335,1920,444,625,209,590.16,4924.19,8.97%,8.04%,734.38%
19-07-2024,Facebook,Product Launch,Youth,USA,8601,12961,939,1523,453,556,198,160.07,3145.72,10.92%,29.44%,1865.22%
19-07-2024,Facebook,Festive Sale,Professionals,USA,27569,30790,4561,1305,2,699,84,557.22,2795.17,16.54%,7.28%,401.63%
20-07-2024,Instagram,Lead Generation,Youth,UK,18006,11589,4422,285,318,519,290,399.03,259.69,24.56%,6.23%,-34.92%
20-07-2024,Facebook,Lead Generation,Adults,USA,24956,22063,1639,2466,167,684,89,451.39,2507,6.57%,13.29%,455.40%
21-07-2024,Instagram,Brand Awareness,Youth,USA,1463,14193,2809,322,107,148,302,538.76,1521.64,192.00%,39.44%,182.43%
21-07-2024,Facebook,Lead Generation,Youth,UK,11681,3313,1732,764,321,51,189,259.15,3424.89,14.83%,9.73%,1221.59%
23-07-2024,Facebook,Lead Generation,Youth,Australia,22797,10730,1051,2590,184,627,390,970.36,650.46,4.61%,14.92%,-32.97%
24-07-2024,Instagram,Festive Sale,Professionals,USA,47216,14203,3329,2555,305,271,288,224.07,4768.8,7.05%,6.63%,2028.26%
25-07-2024,Instagram,Product Launch,Students,Canada,6074,3102,1212,1068,165,646,19,222.92,1682.17,19.95%,30.94%,654.61%
26-07-2024,Facebook,Brand Awareness,Youth,Australia,26855,12991,2750,1241,115,465,452,480.48,172.09,10.24%,6.78%,-64.18%
01-08-2024,Facebook,Festive Sale,Youth,Canada,25600,12707,2431,2632,489,735,105,777.08,1582.92,9.50%,15.06%,103.70%
02-08-2024,Instagram,Lead Generation,Youth,Canada,15254,31594,1328,873,236,602,291,554.93,4373.18,8.71%,11.22%,688.06%
03-08-2024,Facebook,Lead Generation,Students,Canada,3607,38181,3292,2791,253,145,432,882.65,4785.17,91.27%,88.41%,442.14%
03-08-2024,Instagram,Brand Awareness,Professionals,Australia,36585,39252,3554,352,17,595,387,292.44,1734.57,9.71%,2.63%,493.14%
04-08-2024,Instagram,Lead Generation,Students,Canada,8533,30243,4737,1233,60,414,407,953.65,2615.66,55.51%,20.00%,174.28%
04-08-2024,Instagram,Brand Awareness,Professionals,India,37919,37946,4855,520,404,94,412,569.52,1446.11,12.80%,2.68%,153.92%
04-08-2024,Instagram,Festive Sale,Professionals,India,33922,1011,289,1078,239,40,266,979.66,2388.68,0.85%,4.00%,143.83%
05-08-2024,Instagram,Festive Sale,Adults,Australia,5011,21937,3289,697,111,793,341,340.74,1968.53,65.64%,31.95%,477.72%
05-08-2024,Instagram,Festive Sale,Adults,Australia,40619,15296,3643,22,214,301,189,738.06,3329.36,8.97%,1.32%,351.10%
07-08-2024,Facebook,Product Launch,Adults,UK,27220,14996,2515,1670,52,754,325,578.53,2008.57,9.24%,9.10%,247.19%
11-08-2024,Facebook,Lead Generation,Youth,Canada,21659,31792,1698,2754,131,560,265,496.23,2806.61,7.84%,15.91%,465.59%
12-08-2024,Instagram,Product Launch,Professionals,Canada,14161,23712,1104,664,207,114,365,741.44,4801.69,7.80%,6.96%,547.62%
13-08-2024,Facebook,Festive Sale,Adults,Australia,24620,16082,3978,2890,257,440,189,717.71,3124.57,16.16%,14.57%,335.35%
15-08-2024,Facebook,Festive Sale,Professionals,Canada,3663,11933,1573,1554,381,595,484,440.08,286.66,42.94%,69.07%,-34.86%
15-08-2024,Facebook,Festive Sale,Professionals,UK,45398,17407,4268,2143,57,536,438,719.67,2729.04,9.40%,6.03%,279.21%
16-08-2024,Facebook,Festive Sale,Youth,India,18143,33972,4420,1140,473,119,274,158.18,3550.99,24.36%,9.55%,2144.90%
17-08-2024,Facebook,Brand Awareness,Professionals,Canada,35273,24410,711,63,402,303,242,136.15,2720.56,2.02%,2.18%,1898.21%
18-08-2024,Instagram,Lead Generation,Professionals,USA,1178,36512,3141,1489,480,648,264,283.31,2048.48,266.64%,222.16%,623.05%
18-08-2024,Facebook,Product Launch,Adults,Australia,32670,1324,1627,1871,264,538,177,904.52,1153.91,4.98%,8.18%,27.57%
20-08-2024,Instagram,Lead Generation,Adults,India,22304,5582,3388,2999,355,564,421,202.11,774.56,15.19%,17.57%,283.24%
20-08-2024,Instagram,Brand Awareness,Students,USA,22917,31808,1456,1796,190,49,334,577.4,3695.65,6.35%,8.88%,540.05%
22-08-2024,Instagram,Lead Generation,Students,Australia,26693,4257,3736,430,324,240,127,410.27,2712.3,14.00%,3.72%,561.10%
23-08-2024,Instagram,Festive Sale,Professionals,USA,21224,28299,4142,164,397,158,6,128.06,994.05,19.52%,3.39%,676.24%
23-08-2024,Instagram,Product Launch,Youth,India,36651,25832,3037,1917,471,151,111,521.18,3874.01,8.29%,6.93%,643.32%
24-08-2024,Facebook,Lead Generation,Youth,India,36362,29112,3934,1964,9,609,309,358.95,733.51,10.82%,7.10%,104.35%
26-08-2024,Instagram,Festive Sale,Professionals,USA,38706,6409,4289,1741,134,650,149,343.96,1520.73,11.08%,6.52%,342.12%
29-08-2024,Instagram,Lead Generation,Youth,Canada,2001,25462,4370,2118,216,198,230,346.18,846.64,218.39%,126.54%,144.57%
30-08-2024,Facebook,Product Launch,Students,Canada,6812,11483,3094,2558,30,421,178,25.26,4855.42,45.42%,44.17%,19121.77%
31-08-2024,Instagram,Festive Sale,Professionals,India,21528,11435,1150,1566,10,112,430,81.09,3882.15,5.34%,7.84%,4687.46%
02-09-2024,Facebook,Brand Awareness,Youth,USA,47158,38220,1429,1399,124,296,499,102.39,1994.11,3.03%,3.86%,1847.56%
03-09-2024,Facebook,Festive Sale,Students,USA,21213,26012,4080,464,325,46,182,227.6,3684.38,19.23%,3.94%,1518.80%
03-09-2024,Instagram,Festive Sale,Professionals,Australia,48892,11712,3179,2216,376,409,106,471.21,1349.16,6.50%,6.14%,186.32%
05-09-2024,Facebook,Lead Generation,Professionals,Australia,10327,35425,3069,2438,154,44,480,603.18,2927.86,29.72%,25.53%,385.40%
05-09-2024,Facebook,Festive Sale,Students,USA,48647,11092,3807,2328,19,613,22,775.9,4385.63,7.83%,6.08%,465.23%
06-09-2024,Instagram,Lead Generation,Professionals,Australia,7665,16157,2339,2769,151,794,206,416.93,2434.33,30.52%,48.45%,483.87%
09-09-2024,Facebook,Brand Awareness,Professionals,Australia,27337,4790,3297,1326,165,529,217,562.07,511.64,12.06%,7.39%,-8.97%
09-09-2024,Instagram,Festive Sale,Adults,USA,11345,32145,2739,1243,241,268,56,574.01,1028.36,24.14%,15.44%,79.15%
10-09-2024,Instagram,Brand Awareness,Students,Canada,48662,20971,1031,142,145,559,307,573.74,2221.87,2.12%,1.74%,287.26%
10-09-2024,Facebook,Festive Sale,Adults,India,49476,2552,2274,463,411,163,399,815.91,3642.51,4.60%,2.10%,346.44%
12-09-2024,Facebook,Brand Awareness,Students,Australia,30878,5664,4101,1015,346,98,113,794.58,3573.92,13.28%,4.73%,349.79%
14-09-2024,Instagram,Festive Sale,Adults,USA,15380,36691,3923,46,111,38,399,754.28,2240.23,25.51%,1.27%,197.00%
15-09-2024,Facebook,Lead Generation,Adults,Canada,4908,33363,3903,107,475,367,273,992.25,2150.47,79.52%,19.34%,116.73%
17-09-2024,Facebook,Brand Awareness,Youth,Canada,5379,16599,2289,1744,303,683,90,841.68,3764.43,42.55%,50.75%,347.25%
17-09-2024,Instagram,Brand Awareness,Adults,Australia,30841,11216,4462,2990,16,742,116,244.71,772.05,14.47%,12.15%,215.50%
19-09-2024,Instagram,Lead Generation,Youth,Australia,6454,25198,3396,402,117,638,237,408.73,2339.55,52.62%,17.93%,472.39%
20-09-2024,Facebook,Product Launch,Youth,India,10599,2873,4019,1213,364,558,298,857.74,3832.08,37.92%,20.14%,346.76%
21-09-2024,Facebook,Product Launch,Students,Canada,21056,19957,1762,2430,478,190,287,458.77,4451.27,8.37%,14.71%,870.26%
24-09-2024,Facebook,Lead Generation,Youth,India,12998,20738,4529,2534,366,658,313,369.61,2982.6,34.84%,27.37%,706.96%
24-09-2024,Facebook,Festive Sale,Adults,USA,23990,14732,3138,553,82,725,297,781.2,2341.01,13.08%,5.67%,199.67%
25-09-2024,Instagram,Lead Generation,Youth,Australia,29060,9533,2443,1119,398,182,439,302.86,924.24,8.41%,5.85%,205.17%
26-09-2024,Facebook,Festive Sale,Professionals,UK,37444,21750,2997,2571,436,479,476,907.19,2709.81,8.00%,9.31%,198.70%
26-09-2024,Facebook,Brand Awareness,Adults,Australia,19830,18752,3566,2007,294,597,357,22.53,3304.1,17.98%,14.61%,14565.34%
01-10-2024,Instagram,Brand Awareness,Students,USA,4395,17491,1015,1649,45,117,389,819.31,4491.62,23.09%,41.21%,448.22%
03-10-2024,Instagram,Brand Awareness,Students,USA,5603,34661,2741,64,112,574,224,728.85,224.05,48.92%,13.39%,-69.26%
03-10-2024,Facebook,Lead Generation,Students,USA,42213,2042,3745,2698,119,67,132,618.27,1430.25,8.87%,6.83%,131.33%
05-10-2024,Facebook,Product Launch,Youth,India,17075,30304,3210,710,411,270,420,751.62,4164.12,18.80%,8.15%,454.02%
06-10-2024,Facebook,Festive Sale,Students,USA,47202,32646,4644,2875,474,773,70,948.13,2545.68,9.84%,8.73%,168.49%
06-10-2024,Instagram,Product Launch,Youth,UK,40008,3309,4416,1301,187,472,473,123.64,3187.25,11.04%,4.90%,2477.85%
07-10-2024,Instagram,Brand Awareness,Professionals,Australia,9433,22025,650,2661,150,408,148,985.78,727.56,6.89%,34.12%,-26.19%
10-10-2024,Instagram,Lead Generation,Students,USA,2551,17938,4126,2417,477,527,389,872.1,4786.6,161.74%,134.10%,448.86%
11-10-2024,Instagram,Festive Sale,Youth,UK,41764,20465,156,2300,204,620,129,397.81,3915.62,0.37%,7.48%,884.29%
11-10-2024,Instagram,Festive Sale,Youth,Canada,37643,23338,1210,2878,296,72,81,736.72,352.67,3.21%,8.62%,-52.13%
11-10-2024,Instagram,Product Launch,Adults,USA,48340,24132,641,771,393,654,145,564.67,3522.41,1.33%,3.76%,523.80%
12-10-2024,Instagram,Lead Generation,Youth,Canada,21756,22939,1342,189,140,111,346,908.05,2615.02,6.17%,2.02%,187.98%
15-10-2024,Facebook,Lead Generation,Adults,India,18558,36226,1986,70,56,768,362,109.23,4577.74,10.70%,4.82%,4090.92%
15-10-2024,Facebook,Lead Generation,Adults,USA,48162,20699,3905,1811,76,58,439,110.07,2836.76,8.11%,4.04%,2477.23%
20-10-2024,Instagram,Festive Sale,Youth,Australia,21008,27827,4373,1278,208,504,437,278.47,976.37,20.82%,9.47%,250.62%
22-10-2024,Facebook,Brand Awareness,Professionals,Australia,22598,24927,4888,2797,57,106,71,486.46,4206.14,21.63%,13.10%,764.64%
22-10-2024,Instagram,Brand Awareness,Professionals,Australia,27019,21642,4892,1576,6,539,475,946.39,3152.93,18.11%,7.85%,233.15%
22-10-2024,Facebook,Brand Awareness,Youth,UK,11775,23758,2133,663,306,380,113,504.82,3159.98,18.11%,11.46%,525.96%
28-10-2024,Instagram,Lead Generation,Students,USA,12523,15470,2966,1990,307,38,202,39.89,4662.92,23.68%,18.65%,11589.45%
28-10-2024,Facebook,Brand Awareness,Students,Australia,18718,16490,259,2178,187,561,276,144.02,363.43,1.38%,15.63%,152.35%
29-10-2024,Instagram,Lead Generation,Professionals,USA,32406,10305,1552,1293,311,524,413,753.42,379.78,4.79%,6.57%,-49.59%
31-10-2024,Facebook,Brand Awareness,Students,USA,28155,4695,3040,2594,354,693,338,404.06,1273.37,10.80%,12.93%,215.14%
08-11-2024,Instagram,Product Launch,Professionals,Australia,45774,3539,3844,1337,186,487,49,837.56,1587.98,8.40%,4.39%,89.60%
08-11-2024,Instagram,Lead Generation,Students,UK,26616,38484,1470,2127,61,459,179,875.83,4751.51,5.52%,9.95%,442.52%
09-11-2024,Instagram,Product Launch,Professionals,Canada,28314,8812,306,556,39,791,361,632.46,4071.39,1.08%,4.90%,543.74%
10-11-2024,Instagram,Brand Awareness,Students,Canada,38860,29706,1299,705,263,77,55,955.34,958.15,3.34%,2.69%,0.29%
11-11-2024,Instagram,Brand Awareness,Youth,UK,19982,16794,2157,2326,362,382,347,884.53,4903.67,10.79%,15.36%,454.38%
13-11-2024,Instagram,Festive Sale,Adults,USA,45414,5573,4083,1659,303,749,64,109.17,3647.37,8.99%,5.97%,3241.00%
13-11-2024,Instagram,Brand Awareness,Youth,UK,42381,25465,4418,141,275,791,151,166.11,1308.98,10.42%,2.85%,688.02%
15-11-2024,Facebook,Festive Sale,Students,Canada,27331,27269,3603,1046,174,532,382,342.55,987.27,13.18%,6.41%,188.21%
16-11-2024,Facebook,Festive Sale,Adults,Australia,14929,21859,2725,1285,491,625,120,890.41,1341.13,18.25%,16.08%,50.62%
16-11-2024,Facebook,Product Launch,Adults,Australia,49353,14106,2524,2206,464,401,55,382,3962.56,5.11%,6.22%,937.32%
19-11-2024,Facebook,Festive Sale,Students,UK,32099,37295,1198,126,288,733,172,444.04,4874.32,3.73%,3.57%,997.72%
21-11-2024,Facebook,Brand Awareness,Youth,Australia,13476,11092,2065,2676,443,98,338,97.43,1041.09,15.32%,23.87%,968.55%
22-11-2024,Instagram,Festive Sale,Professionals,USA,32351,26758,469,2675,273,98,206,166.66,305.2,1.45%,9.42%,83.13%
23-11-2024,Facebook,Product Launch,Youth,USA,25833,24504,1454,1087,120,222,444,159.23,2186.5,5.63%,5.53%,1273.17%
24-11-2024,Facebook,Lead Generation,Adults,UK,32334,32159,3557,1916,198,583,442,668.75,1972.42,11.00%,8.34%,194.94%
25-11-2024,Instagram,Product Launch,Students,USA,29258,11314,1475,134,100,311,117,45.89,395.05,5.04%,1.86%,760.86%
25-11-2024,Facebook,Lead Generation,Students,Australia,39672,4432,3815,1858,151,584,318,562.47,3611.53,9.62%,6.54%,542.08%
26-11-2024,Facebook,Brand Awareness,Adults,Canada,19061,4207,4875,487,447,329,216,630.87,4128.01,25.58%,6.63%,554.34%
29-11-2024,Instagram,Brand Awareness,Adults,Canada,34972,13441,4138,1920,238,223,416,794.92,1364.09,11.83%,6.81%,71.60%
01-12-2024,Instagram,Lead Generation,Adults,Canada,18285,878,229,1102,458,418,122,265.16,1213,1.25%,10.82%,357.46%
02-12-2024,Facebook,Brand Awareness,Professionals,UK,30148,23219,2967,61,257,316,114,361.89,1322.72,9.84%,2.10%,265.50%
03-12-2024,Instagram,Product Launch,Adults,India,30703,38300,1339,1269,420,628,144,429.66,3241.35,4.36%,7.55%,654.40%
03-12-2024,Instagram,Lead Generation,Students,UK,49222,35568,126,438,192,343,421,381.49,784.09,0.26%,1.98%,105.53%
03-12-2024,Facebook,Brand Awareness,Youth,Australia,22029,39363,4995,2876,151,31,239,223.45,1502.72,22.67%,13.88%,572.51%
04-12-2024,Instagram,Festive Sale,Adults,Canada,40930,11507,236,660,325,27,266,185.44,2797.29,0.58%,2.47%,1408.46%
04-12-2024,Facebook,Brand Awareness,Youth,USA,4832,14066,962,1206,85,198,365,289.8,1646.67,19.91%,30.82%,468.21%
06-12-2024,Facebook,Product Launch,Students,India,40725,14075,1295,1217,368,106,240,724.63,982.55,3.18%,4.15%,35.59%
07-12-2024,Instagram,Festive Sale,Adults,India,22395,6209,2010,1052,73,195,439,878.26,3231.45,8.98%,5.89%,267.94%
07-12-2024,Facebook,Lead Generation,Professionals,Australia,28433,36001,3417,1250,315,207,37,473.38,4388.32,12.02%,6.23%,827.02%
09-12-2024,Instagram,Brand Awareness,Students,Canada,46201,27305,1436,1456,106,773,304,223.33,4634.76,3.11%,5.05%,1975.30%
11-12-2024,Facebook,Festive Sale,Students,USA,27181,23140,3198,2315,443,324,456,698.45,3342.13,11.77%,11.34%,378.51%
11-12-2024,Instagram,Festive Sale,Students,USA,40263,30209,1832,1254,342,246,480,856.38,2937.91,4.55%,4.57%,243.06%
11-12-2024,Instagram,Brand Awareness,Adults,Australia,26163,9153,4572,828,209,289,302,90.89,1790.06,17.48%,5.07%,1869.48%
12-12-2024,Facebook,Brand Awareness,Professionals,India,44827,13136,1100,2719,149,328,16,765.67,2952.5,2.45%,7.13%,285.61%
13-12-2024,Instagram,Product Launch,Adults,India,26241,36729,626,2278,325,431,211,468.88,4991.6,2.39%,11.56%,964.58%
15-12-2024,Facebook,Product Launch,Youth,USA,34505,34788,4478,1504,47,510,276,59.71,4429.78,12.98%,5.97%,7318.82%
15-12-2024,Instagram,Brand Awareness,Adults,USA,6636,4032,4312,1685,30,507,47,998.32,2165.7,64.98%,33.48%,116.93%
21-12-2024,Instagram,Festive Sale,Youth,Canada,40828,7261,2837,2946,450,155,52,495.22,192.57,6.95%,8.70%,-61.11%
22-12-2024,Instagram,Lead Generation,Adults,UK,14327,15285,4714,2410,381,285,45,697.41,901.25,32.90%,21.47%,29.23%
23-12-2024,Instagram,Brand Awareness,Youth,Australia,29412,6319,296,493,336,679,210,371.4,862,1.01%,5.13%,132.09%
25-12-2024,Instagram,Lead Generation,Students,USA,41325,7654,3764,2611,3,336,6,202.68,2370.23,9.11%,7.14%,1069.44%
28-12-2024,Instagram,Product Launch,Youth,Canada,38388,14577,4035,2269,443,589,213,366.52,3497.87,10.51%,8.60%,854.35%
28-12-2024,Facebook,Product Launch,Adults,Australia,22972,2709,937,954,190,509,96,164.12,4930.51,4.08%,7.20%,2904.21%
30-12-2024,Facebook,Product Launch,Youth,India,33427,2014,648,2957,315,791,172,213.57,4598.95,1.94%,12.15%,2053.37%
30-12-2024,Facebook,Product Launch,Youth,Canada,38939,5744,1554,2350,212,110,316,788.45,4040.25,3.99%,6.86%,412.43%
04-01-2025,Instagram,Product Launch,Students,USA,7568,10279,3970,2843,306,547,331,76.36,2766.16,52.46%,48.84%,3522.52%
05-01-2025,Facebook,Brand Awareness,Students,India,45921,38215,2582,484,90,356,386,17.77,3053.82,5.62%,2.03%,17085.26%
07-01-2025,Instagram,Brand Awareness,Professionals,USA,6680,20638,686,2062,26,363,382,667.73,4862.69,10.27%,36.69%,628.24%
08-01-2025,Instagram,Festive Sale,Professionals,UK,45387,24894,929,1490,69,238,290,983.38,654.17,2.05%,3.96%,-33.48%
08-01-2025,Instagram,Lead Generation,Youth,India,42025,33672,4303,1631,229,91,248,758.12,4164.14,10.24%,4.64%,449.27%
10-01-2025,Instagram,Product Launch,Adults,UK,17928,30828,3934,2531,68,503,266,438.32,1083.28,21.94%,17.30%,147.14%
13-01-2025,Facebook,Product Launch,Youth,USA,45237,28738,4092,2182,82,272,352,756.83,3388.48,9.05%,5.61%,347.72%
14-01-2025,Facebook,Festive Sale,Adults,Australia,47045,7007,2832,1535,206,397,345,814.12,4994.28,6.02%,4.54%,513.46%
14-01-2025,Facebook,Product Launch,Professionals,USA,7937,19362,402,1904,437,178,224,453.07,505.09,5.06%,31.74%,11.48%
19-01-2025,Instagram,Festive Sale,Youth,Australia,17574,12489,3225,995,446,70,129,30.95,3479.4,18.35%,8.60%,11142.00%
19-01-2025,Facebook,Lead Generation,Youth,Canada,23884,9907,4649,240,56,625,471,618.78,1734.11,19.46%,3.86%,180.25%
20-01-2025,Facebook,Lead Generation,Youth,Australia,40255,12775,1577,1638,408,779,245,705.94,4912.21,3.92%,7.02%,595.84%
20-01-2025,Facebook,Festive Sale,Professionals,Australia,46124,30310,3935,1192,64,488,416,61.15,4091.17,8.53%,3.78%,6590.38%
21-01-2025,Facebook,Product Launch,Youth,India,30238,29987,306,1713,68,52,295,673.56,4469.33,1.01%,6.06%,563.54%
22-01-2025,Instagram,Brand Awareness,Students,UK,7191,31086,1235,329,411,333,431,548.1,99.95,17.17%,14.92%,-81.76%
23-01-2025,Instagram,Product Launch,Professionals,UK,40691,1094,4833,266,52,264,483,924.79,2862.63,11.88%,1.43%,209.54%
24-01-2025,Instagram,Brand Awareness,Professionals,Canada,40469,14080,4618,2291,416,626,450,682.71,689.23,11.41%,8.24%,0.96%
25-01-2025,Instagram,Lead Generation,Professionals,India,41563,24758,3613,560,83,516,295,256.22,4831.45,8.69%,2.79%,1785.66%
26-01-2025,Instagram,Festive Sale,Professionals,Canada,43598,14816,4862,2926,205,26,340,13.89,3069.41,11.15%,7.24%,21997.98%
27-01-2025,Facebook,Festive Sale,Students,India,25900,24581,2244,616,247,201,238,139.43,319.89,8.66%,4.11%,129.43%
30-01-2025,Instagram,Lead Generation,Youth,Canada,23641,21510,599,2788,231,123,95,214.77,1555.7,2.53%,13.29%,624.36%
30-01-2025,Facebook,Festive Sale,Adults,USA,20572,6596,345,1431,26,327,271,752.03,4024.5,1.68%,8.67%,435.15%
30-01-2025,Instagram,Product Launch,Youth,India,19231,26503,203,916,388,174,294,634.12,206.1,1.06%,7.69%,-67.50%
30-01-2025,Facebook,Brand Awareness,Professionals,UK,3939,20039,2364,1152,343,379,268,826.7,3285.15,60.02%,47.58%,297.38%
31-01-2025,Instagram,Product Launch,Professionals,UK,49257,5510,4527,1820,311,637,443,593.38,4957.96,9.19%,5.62%,735.55%
31-01-2025,Instagram,Product Launch,Adults,Canada,4565,36121,3624,2114,276,207,332,548.11,1296.21,79.39%,56.89%,136.49%
01-02-2025,Instagram,Lead Generation,Students,Australia,3933,6620,3427,71,56,216,282,874.07,4538.37,87.13%,8.72%,419.22%
01-02-2025,Facebook,Festive Sale,Professionals,USA,16960,1844,2927,700,120,595,436,514.15,972.75,17.26%,8.34%,89.20%
01-02-2025,Facebook,Product Launch,Adults,USA,10533,33908,1086,1794,463,592,134,977.47,2306.62,10.31%,27.05%,135.98%
03-02-2025,Facebook,Brand Awareness,Students,UK,30991,18348,1330,1849,124,713,225,760.08,3238.99,4.29%,8.67%,326.14%
04-02-2025,Facebook,Festive Sale,Adults,UK,21651,3051,1309,2891,446,638,406,244.43,277.35,6.05%,18.36%,13.47%
04-02-2025,Instagram,Lead Generation,Students,Canada,8951,22101,991,2228,267,455,122,637.71,4795.55,11.07%,32.96%,652.00%
04-02-2025,Facebook,Lead Generation,Adults,UK,6204,33449,4192,2125,95,154,67,710.07,4024.81,67.57%,38.27%,466.82%
05-02-2025,Facebook,Product Launch,Youth,USA,1787,11167,1752,1282,342,398,10,92.84,1832.32,98.04%,113.15%,1873.63%
05-02-2025,Facebook,Lead Generation,Youth,USA,4681,6809,3967,64,398,556,476,431.89,806.39,84.75%,21.75%,86.71%
06-02-2025,Facebook,Lead Generation,Professionals,Canada,39333,5877,4705,2169,376,82,194,140.61,73.76,11.96%,6.68%,-47.54%
07-02-2025,Instagram,Product Launch,Adults,UK,2907,11537,4908,1670,56,691,59,711.49,4665.85,168.83%,83.14%,555.79%
08-02-2025,Facebook,Lead Generation,Youth,Canada,18199,6793,717,164,180,590,246,977.42,1624.76,3.94%,5.13%,66.23%
09-02-2025,Facebook,Lead Generation,Students,UK,14890,25399,1600,2152,407,689,168,20.86,307.66,10.75%,21.81%,1374.88%
10-02-2025,Instagram,Brand Awareness,Youth,India,8297,36392,851,91,482,0,149,258.22,889.82,10.26%,6.91%,244.60%
11-02-2025,Instagram,Festive Sale,Youth,Canada,38729,26428,2703,1067,235,65,464,982.22,2848.95,6.98%,3.53%,190.05%
16-02-2025,Instagram,Festive Sale,Students,USA,27502,18197,1149,391,175,146,186,928.69,4653.42,4.18%,2.59%,401.07%
21-02-2025,Facebook,Product Launch,Students,India,47688,32463,3817,2627,361,725,127,323.78,3559.32,8.00%,7.79%,999.30%
21-02-2025,Facebook,Brand Awareness,Youth,Canada,36294,12192,3400,1268,271,59,357,301.4,1630.95,9.37%,4.40%,441.12%
22-02-2025,Instagram,Brand Awareness,Professionals,UK,14798,25822,2806,2909,144,799,353,500.5,2824.34,18.96%,26.03%,464.30%
23-02-2025,Instagram,Brand Awareness,Professionals,Canada,29333,16690,3679,1107,268,161,392,967.65,2750.59,12.54%,5.24%,184.25%
23-02-2025,Facebook,Brand Awareness,Students,UK,46833,6591,3285,2908,496,297,65,188.05,4370.72,7.01%,7.90%,2224.23%
25-02-2025,Facebook,Festive Sale,Youth,Australia,40850,21254,3281,2204,101,90,43,609.51,435.46,8.03%,5.86%,-28.56%
28-02-2025,Facebook,Lead Generation,Professionals,Australia,11828,8290,577,1525,241,568,211,649.46,2977.68,4.88%,19.73%,358.49%
04-03-2025,Instagram,Product Launch,Professionals,Australia,20881,28363,2553,1289,106,796,178,904.71,2235.46,12.23%,10.49%,147.09%
07-03-2025,Instagram,Product Launch,Students,UK,3155,6344,4587,1756,130,594,220,553.66,4165.61,145.39%,78.61%,652.38%
10-03-2025,Facebook,Brand Awareness,Youth,Canada,30063,33176,4168,1668,7,520,394,423.68,1441.09,13.86%,7.30%,240.14%
10-03-2025,Facebook,Lead Generation,Students,Australia,1739,38059,1163,1203,318,355,313,263.85,4388.6,66.88%,107.88%,1563.29%
10-03-2025,Instagram,Brand Awareness,Students,USA,15021,26945,2573,195,214,29,385,130.86,1974.54,17.13%,2.92%,1408.90%
13-03-2025,Instagram,Lead Generation,Youth,Australia,11832,11910,1206,1436,54,112,270,681.28,4277.38,10.19%,13.54%,527.84%
13-03-2025,Facebook,Product Launch,Adults,Australia,2936,21165,1535,1495,251,427,468,108.77,4889.73,52.28%,74.01%,4395.48%
17-03-2025,Instagram,Brand Awareness,Students,Canada,48124,18748,1205,1101,80,78,174,890.8,1245.25,2.50%,2.62%,39.79%
17-03-2025,Facebook,Product Launch,Youth,India,6269,6582,1850,2773,488,685,331,848.69,953.53,29.51%,62.94%,12.35%
17-03-2025,Facebook,Festive Sale,Professionals,UK,7378,7491,283,2296,294,346,215,278.02,2315.25,3.84%,39.79%,732.76%
18-03-2025,Facebook,Festive Sale,Professionals,UK,12182,34165,818,2273,281,26,456,332.14,455.75,6.71%,21.18%,37.22%
19-03-2025,Instagram,Festive Sale,Students,Australia,49821,34453,3273,95,106,415,216,805.09,4501.73,6.57%,1.24%,459.16%
20-03-2025,Instagram,Festive Sale,Adults,Australia,8366,23019,4713,2521,315,282,296,627.27,2371.62,56.34%,37.27%,278.09%
20-03-2025,Facebook,Festive Sale,Adults,UK,15259,32511,4530,743,35,439,479,432.29,1180.67,29.69%,7.98%,173.12%
22-03-2025,Instagram,Product Launch,Professionals,UK,2545,30083,4456,78,48,524,352,892.32,4268.09,175.09%,25.54%,378.31%
24-03-2025,Facebook,Festive Sale,Adults,India,25054,36539,4152,86,432,443,472,539.72,1210.99,16.57%,3.84%,124.37%
